"charger_group_id","station_id","network","charger_count","ac_charger_count_at_station","dc_charger_count_at_station","individual_connector_type","individual_power_kw","price_per_kwh","operational_state","source_name","source_url","source_record_id","retrieved_at_utc"
"mevnet-1439-gentari","mevnet-1439","Gentari","11","5","6","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1439","2026-07-26T09:23:16Z"
"mevnet-1441-chargesini","mevnet-1441","ChargeSini","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1441","2026-07-26T09:23:16Z"
"mevnet-1444-gentari","mevnet-1444","Gentari","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1444","2026-07-26T09:23:16Z"
"mevnet-1453-gentari","mevnet-1453","Gentari","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1453","2026-07-26T09:23:16Z"
"mevnet-1454-flexi-parking","mevnet-1454","Flexi Parking","1","4","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1454","2026-07-26T09:23:16Z"
"mevnet-1454-gentari","mevnet-1454","Gentari","3","4","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1454","2026-07-26T09:23:16Z"
"mevnet-1480-chargev","mevnet-1480","chargEV","8","4","8","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1480","2026-07-26T09:23:16Z"
"mevnet-1480-shell-recharge","mevnet-1480","Shell Recharge","4","4","8","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1480","2026-07-26T09:23:16Z"
"mevnet-1498-others","mevnet-1498","Others","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1498","2026-07-26T09:23:16Z"
"mevnet-1508-gentari","mevnet-1508","Gentari","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1508","2026-07-26T09:23:16Z"
"mevnet-1517-chargev","mevnet-1517","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1517","2026-07-26T09:23:16Z"
"mevnet-1526-flexi-parking","mevnet-1526","Flexi Parking","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1526","2026-07-26T09:23:16Z"
"mevnet-1527-shell-recharge","mevnet-1527","Shell Recharge","4","4","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1527","2026-07-26T09:23:16Z"
"mevnet-1529-chargev","mevnet-1529","chargEV","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1529","2026-07-26T09:23:16Z"
"mevnet-1530-chargev","mevnet-1530","chargEV","2","2","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1530","2026-07-26T09:23:16Z"
"mevnet-1530-chargesini","mevnet-1530","ChargeSini","4","2","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1530","2026-07-26T09:23:16Z"
"mevnet-1545-chargesini","mevnet-1545","ChargeSini","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1545","2026-07-26T09:23:16Z"
"mevnet-1551-others","mevnet-1551","Others","8","8","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1551","2026-07-26T09:23:16Z"
"mevnet-1556-chargev","mevnet-1556","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1556","2026-07-26T09:23:16Z"
"mevnet-1560-gentari","mevnet-1560","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1560","2026-07-26T09:23:16Z"
"mevnet-1577-chargev","mevnet-1577","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1577","2026-07-26T09:23:16Z"
"mevnet-1587-gentari","mevnet-1587","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1587","2026-07-26T09:23:16Z"
"mevnet-1594-chargev","mevnet-1594","chargEV","10","6","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1594","2026-07-26T09:23:16Z"
"mevnet-1602-parkeasy","mevnet-1602","ParkEasy","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1602","2026-07-26T09:23:16Z"
"mevnet-1616-gentari","mevnet-1616","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1616","2026-07-26T09:23:16Z"
"mevnet-1626-zap","mevnet-1626","Zap","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1626","2026-07-26T09:23:16Z"
"mevnet-1629-chargesini","mevnet-1629","ChargeSini","4","2","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1629","2026-07-26T09:23:16Z"
"mevnet-1636-jomcharge","mevnet-1636","JomCharge","6","3","3","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1636","2026-07-26T09:23:16Z"
"mevnet-1639-bmw","mevnet-1639","BMW","3","3","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1639","2026-07-26T09:23:16Z"
"mevnet-1639-chargev","mevnet-1639","chargEV","1","3","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1639","2026-07-26T09:23:16Z"
"mevnet-1641-shell-recharge","mevnet-1641","Shell Recharge","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1641","2026-07-26T09:23:16Z"
"mevnet-1646-chargev","mevnet-1646","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1646","2026-07-26T09:23:16Z"
"mevnet-1650-others","mevnet-1650","Others","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1650","2026-07-26T09:23:16Z"
"mevnet-1657-flexi-parking","mevnet-1657","Flexi Parking","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1657","2026-07-26T09:23:16Z"
"mevnet-1700-chargev","mevnet-1700","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1700","2026-07-26T09:23:16Z"
"mevnet-1711-gentari","mevnet-1711","Gentari","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1711","2026-07-26T09:23:16Z"
"mevnet-1713-parkeasy","mevnet-1713","ParkEasy","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1713","2026-07-26T09:23:16Z"
"mevnet-1780-gentari","mevnet-1780","Gentari","3","0","3","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1780","2026-07-26T09:23:16Z"
"mevnet-1823-chargev","mevnet-1823","chargEV","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1823","2026-07-26T09:23:16Z"
"mevnet-1832-gentari","mevnet-1832","Gentari","3","0","3","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1832","2026-07-26T09:23:16Z"
"mevnet-1833-chargev","mevnet-1833","chargEV","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1833","2026-07-26T09:23:16Z"
"mevnet-1838-chargev","mevnet-1838","chargEV","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1838","2026-07-26T09:23:16Z"
"mevnet-1872-chargesini","mevnet-1872","ChargeSini","6","6","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1872","2026-07-26T09:23:16Z"
"mevnet-1886-jomcharge","mevnet-1886","JomCharge","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1886","2026-07-26T09:23:16Z"
"mevnet-1909-gentari","mevnet-1909","Gentari","13","13","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1909","2026-07-26T09:23:16Z"
"mevnet-1912-chargesini","mevnet-1912","ChargeSini","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1912","2026-07-26T09:23:16Z"
"mevnet-1916-chargev","mevnet-1916","chargEV","3","6","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1916","2026-07-26T09:23:16Z"
"mevnet-1916-others","mevnet-1916","Others","3","6","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1916","2026-07-26T09:23:16Z"
"mevnet-1924-bmw","mevnet-1924","BMW","4","5","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1924","2026-07-26T09:23:16Z"
"mevnet-1924-chargev","mevnet-1924","chargEV","1","5","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1924","2026-07-26T09:23:16Z"
"mevnet-1924-tnbx-gotou-","mevnet-1924","TNBX (GoToU)","1","5","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1924","2026-07-26T09:23:16Z"
"mevnet-1950-others","mevnet-1950","Others","6","0","6","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1950","2026-07-26T09:23:16Z"
"mevnet-1952-jomcharge","mevnet-1952","JomCharge","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1952","2026-07-26T09:23:16Z"
"mevnet-1953-others","mevnet-1953","Others","6","6","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1953","2026-07-26T09:23:16Z"
"mevnet-1954-gentari","mevnet-1954","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1954","2026-07-26T09:23:16Z"
"mevnet-1958-gentari","mevnet-1958","Gentari","12","12","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1958","2026-07-26T09:23:16Z"
"mevnet-1972-gentari","mevnet-1972","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1972","2026-07-26T09:23:16Z"
"mevnet-1975-chargesini","mevnet-1975","ChargeSini","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1975","2026-07-26T09:23:16Z"
"mevnet-1977-shell-recharge","mevnet-1977","Shell Recharge","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1977","2026-07-26T09:23:16Z"
"mevnet-1991-others","mevnet-1991","Others","4","0","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1991","2026-07-26T09:23:16Z"
"mevnet-1992-gentari","mevnet-1992","Gentari","1","0","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","1992","2026-07-26T09:23:16Z"
"mevnet-2016-chargesini","mevnet-2016","ChargeSini","4","2","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2016","2026-07-26T09:23:16Z"
"mevnet-2070-gentari","mevnet-2070","Gentari","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2070","2026-07-26T09:23:16Z"
"mevnet-2085-chargesini","mevnet-2085","ChargeSini","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2085","2026-07-26T09:23:16Z"
"mevnet-2146-tnbx-gotou-","mevnet-2146","TNBX (GoToU)","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2146","2026-07-26T09:23:16Z"
"mevnet-2177-gentari","mevnet-2177","Gentari","3","2","1","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2177","2026-07-26T09:23:16Z"
"mevnet-2211-tnbx-gotou-","mevnet-2211","TNBX (GoToU)","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2211","2026-07-26T09:23:16Z"
"mevnet-2239-others","mevnet-2239","Others","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2239","2026-07-26T09:23:16Z"
"mevnet-2257-gentari","mevnet-2257","Gentari","4","0","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2257","2026-07-26T09:23:16Z"
"mevnet-2263-others","mevnet-2263","Others","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2263","2026-07-26T09:23:16Z"
"mevnet-2264-others","mevnet-2264","Others","1","1","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2264","2026-07-26T09:23:16Z"
"mevnet-2265-others","mevnet-2265","Others","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2265","2026-07-26T09:23:16Z"
"mevnet-2269-gentari","mevnet-2269","Gentari","4","0","4","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2269","2026-07-26T09:23:16Z"
"mevnet-2279-chargev","mevnet-2279","chargEV","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2279","2026-07-26T09:23:16Z"
"mevnet-2295-gentari","mevnet-2295","Gentari","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2295","2026-07-26T09:23:16Z"
"mevnet-2296-gentari","mevnet-2296","Gentari","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2296","2026-07-26T09:23:16Z"
"mevnet-2297-gentari","mevnet-2297","Gentari","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2297","2026-07-26T09:23:16Z"
"mevnet-2303-gentari","mevnet-2303","Gentari","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2303","2026-07-26T09:23:16Z"
"mevnet-2309-flexi-parking","mevnet-2309","Flexi Parking","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2309","2026-07-26T09:23:16Z"
"mevnet-2324-others","mevnet-2324","Others","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2324","2026-07-26T09:23:16Z"
"mevnet-2329-others","mevnet-2329","Others","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2329","2026-07-26T09:23:16Z"
"mevnet-2340-chargev","mevnet-2340","chargEV","6","6","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2340","2026-07-26T09:23:16Z"
"mevnet-2344-chargev","mevnet-2344","chargEV","12","2","14","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2344","2026-07-26T09:23:16Z"
"mevnet-2344-jomcharge","mevnet-2344","JomCharge","4","2","14","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2344","2026-07-26T09:23:16Z"
"mevnet-2346-chargev","mevnet-2346","chargEV","4","2","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2346","2026-07-26T09:23:16Z"
"mevnet-2347-gentari","mevnet-2347","Gentari","3","3","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2347","2026-07-26T09:23:16Z"
"mevnet-2352-zap","mevnet-2352","Zap","2","2","0","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2352","2026-07-26T09:23:16Z"
"mevnet-2356-tnbx-gotou-","mevnet-2356","TNBX (GoToU)","2","0","2","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","Not published by MEVnet","PLANMalaysia MEVnet","https://portaldev.planmalaysia.gov.my/portal/apps/dashboards/bba366dc3d144510bfd7cda771795f3d","2356","2026-07-26T09:23:16Z"
